landlord,country_code,city,state,zip,review,repair,health,stability,privacy,respect,date_added,flagged,flagged_reason,admin_approved,admin_edited
SKYLINE LIVING,CA,KINGSTON,ONTARIO,K7K6N9,"The biggest issue we've been having in the 2 years of living here is repairs. You have to constantly ask and things still don't get done. Holes and damages from water were left untouched for months before they even looked at it. Currently there's issues with the water mixers that are broken causing burns from water or freezes you depending on how the mixer feels that day. In the other aspects they are alright, no perfect but alright.",1,3,4,5,4,2023-04-13T14:22:43.920Z,false,,,false
ADAM CANDON,CA,KINGSTON,ONTARIO,K7K1W6,Horrible landlord. No communication. Mold in the house and moved in with all the smoke detectors off the walls. Says he will show up for repairs and then never does. Does not keep the parking lot in winter plowed or clear. Is rude when you contact him with questions. Do not rent from him if you can avoid it!!!,2,1,4,3,2,2023-04-13T14:33:02.009Z,false,,,false
SUNNI BAINS,CA,VICTORIA,BRITISH COLUMBIA,V8P2Z3,"Sundeep Bains is a landlord that rents a renovate “man cave”, which is described as a separated suite. He, along with his parents, and other family live in the larger house on the property. On multiple occasions, Sunni was verbally agressive, extremely mysogenistic (wouldn’t do any talking with women involved in the lease), and neglected to fix both smoke detectors, and sharp nails coming from the floor for months. When we began to reference the BC tenancy agreement, Sunni gave us an eviction notice, stating that he would be moving more family in. At the end of the tenancy, Sunni incorrectly did not give our whole damage deposit back, even though no walk through, and thus documented damage was found. ",3,1,2,1,1,2023-04-13T17:16:58.402Z,false,,,false
VANTAGE REALTY ,CA,KELOWNA,BRITISH COLUMBIA,V1V1N2,"They are just consuming oxygen to take your money, no care for tenants whatsoever ",4,1,2,1,1,2023-04-13T17:51:36.149Z,false,,,false
TOMSON JOSEPH,CA,ORILLIA,ONTARIO,L347X4,Does not understand Ontario tenant laws.,3,3,3,3,2,2023-04-13T19:03:06.851Z,false,,,false
REAL PROPERTY MANAGMENT SUBURBAN CHICAGO,US,CHICAGO,ILLINOIS,60625,"These guys close maintenance requests and hire friends who do the worst repairs and work. Won't fix stuff for months at a time, if at all.",1,1,3,1,1,2023-04-13T20:00:55.451Z,false,,,false
ANNA AND HENRYK BUKACZ,CA,EDMONTON,ALBERTA,T5K1L5,"Anna and Henryk were relatively nice while we lived in their unit. They owned two units in the condo, one in which they previously lived in. They were not respectful of privacy as when we decided to rent the place, we had to send out an application to the tenant living there at the time because they don't like using the internet. Due to them being unfamiliar with email, we were not able to have written or digital records of any issues. A constant issue in the building was that our unit and building were infested with ants. Our unit was exterminated five times in a year and the ands continued to return. Ultimately, what has led me to leave this review and rating is that once we decided to move out from the unit after a year was their inflexibility with rental prices (the unit and building were old and they were charging more rent than other units in the building and were not willing to consider a lower price). Once we ended our lease, they began bullying us and became belligerent. We cleaned our unit impeccably, but they wanted to charge our damage deposit for leaving one nail hole in the wall and not dusting the inside of the closet DOOR before we moved out. They yelled and screamed at us and blamed previous damage that was noted in our original damage report on us. It became a Jekyll and Hyde situation with them. I do not recommend renting from them! Crestview Tower in Edmonton (units 1204 & either 1104 or 1004)  ",4,2,3,1,1,2023-04-13T21:42:00.680Z,false,,,false
CHANTEL LALONDE,CA,CHILLIWACK,BRITISH COLUMBIA,V2P2P6,"This is a very toxic building with a horrible caretaker. Getting repairs done takes years literally.  Dog urine, and feces in the hallways constantly as tenants do t leather dogs out.caretakerspies on tenants and is featured on the local landlords and tenant's site.  Privacy is at nitl with the neighbors also. This place thrives on misery I do not recommend.  ",1,1,2,1,1,2023-04-13T22:00:26.784Z,false,,,false
STERLING HEIGHTS,US,BENICIA,CALIFORNIA,94510,"I actually really liked this complex. The staff was great and super friendly. My only complaint was the cost of rent. We did not live in a major city like San Francisco or anything like that, yet our rent was 2,100 - 2,150 for our one bedroom apartment. Personally I think 2,100 for a one bedroom isn't justified anywhere... but it was either that or live in a crappy neighborhood with gun violence. ",5,5,4,5,5,2023-04-13T23:40:37.815Z,false,,,false
S MEAD ,CA,VICTORIA,BRITISH COLUMBIA,V9B2A3,,1,1,1,1,1,2023-04-14T04:25:59.372Z,false,,,false
BNE REAL ESTATE GROUP (ENCLAVE COLLECTION),US,JERSEY CITY,NEW JERSEY,07310,"These three buildings in the enclave collection, Enclave, One Ten, and 100 house are cheaply constructed, over priced and not near anything useful except convenience stores . They have rules like a dictatorship. For instance, they have a rule where they will take your stuff if you leave anything near your door, like wet shoes, a door mat. Some of the  property managers are disrespectful. The amenities are cool but they do not have enough space for the amount of people that live here. The amenities are also in decline and not well taken care of. Just not worth the price and hassle. Please stay away",4,4,2,2,1,2023-04-18T00:38:50.731Z,false,,,false
PAUL KRISTY UNGER,US,FOREST GROVE,OREGON,97116,Paul Unger is highly disrespectful would jumó rent up hundreds of dollars befor lease was up had no privacy would just walk into the house and verbally assault me raising his fist would move stuff around my property just all around terrible landlord . The house was infested and I spend money fixing the place up because he sent tweekers who were doing drugs to work on the property and did terrible work he said he would reimburse me but did not just the worst slumlord ever has zero respect for anyone.,1,1,1,1,1,2023-04-18T13:56:37.797Z,false,,,false
NANCY JEAN BECK,US,DEER LODGE,MONTANA,59722,"Repairs would take months. Nancy burned bridges with every handyman and contractor in the region due to nonpayment. Plumbers and repairmen refused to come to the property.
Rent increases of more than 25% with less than 30 days notice.
Violations of FFHA.",2,1,2,1,1,2023-04-19T04:52:24.746Z,false,,,false
SHARLENE HARASIMIUK,CA,EDMONTON,Alberta,T5X5T2,"Suite had poorly done repairs that were incomplete including sagging floors, broken baseboards and improperly sealed windows. Tried to fix as much as I could while living here but was never offered so much as a thanks for my efforts, instead they stole 300 from my damage deposit and claimed I had someone living in the suite for months on end with absolutely no proof to these claims. They decided to ""sell"" near the end of my tenancy and had a realtor who would come in and move around all of my possessions and hide them without telling me where should would hide things. Then had that same relator claim I was smoking in the suite while I was at work...

All in all her and her husband were awful after I told them I was going be moving out and had nothing but problems with them from that date on, the suite was cleaned and left in a better condition than when I moved in yet somehow she still didn't return the full deposit. I sincerely hope they are no longer landlords but caution if you see that name. Not sure if they did sell as I gtfo before then. ",2,3,1,1,1,2023-04-11T23:03:32.253Z,false,Wrong province,true,true
ENTITY HOMES,CA,EDMONTON,Alberta,T5Y2E3,"Been living here since 2017. Paying really high rent $1800.00. Landlord gave a discount during covid for rent at $1650. It's going back up to $1800.00 June 1. We pay utilities. The only thing that has been fixed while we've been here is the p-trap when it leaked. It destroyed the kitchen ceiling, the walls and the ceiling in the living room. Water was pouring from the kitchen pipe down 3 stories and into the garage. Garage ceiling is all warped and needs fixing. It's unsightly. We don't have people over because the ceiling is gross in the kitchen. This happened in 2018. It's 2023. I guess it's never getting fixed. Rent goes up but for what? What are we paying $150.00 extra a month for? They let in a bunch of 3rd worlders in here and now the garbage area looks like it belongs in the 3rd world. Mattresses, garbage, furniture all over the place. They won't clean it up. The whole house is carpet except the kitchen and it's cheap carpet which has been coming apart at the seams. I'm embarrassed to have anyone in as the place is falling apart and nothing is being done about it. I'm terminally ill and I'm going to die in this shithole. Landlords need to be held accountable.",1,2,3,5,2,2023-04-11T22:47:51.846Z,false,Wrong province,true,true
BOARDWALK,CA,EDMONTON,Alberta,T6H0B2,"Boardwalk is happy to allow mold to grow in their bathrooms or kitchen areas due to inadequate ventilation. They get their overworked and underpaid repair staff to simply paint over mold with white paint instead of addressing the cause, inadequate CFM ventilation in bathrooms/kitchens. They will repair basic appliances relatively quickly, but built in equipment like sliding doors will just be permanently broken, they won’t fix it for you properly. Their staff are poorly treated and overworked, always running around putting out fires, I always feel bad asking for help. They will arbitrarily increase rent, by over 15% in a given year. The worst part by far is how they scam you with a rental model based on ‘incentives.’ Likely your rent will be set at a ridiculous level well above fair market rent, and then they offer several hundreds of dollars in ‘incentives’ to bring the rent down to a reasonable level. They do this for two reasons, one so they can increase your rent by any amount they want to in any year, because of course you already legally agreed to pay 30% more than what you’re paying, we just happened to remove 30% of incentives. Second they do this as a cover for their investors, their balance sheet is artificially inflated by showing higher income and expenses, making them seem more valuable on paper. It’s a very scummy thing to do, and while not technically illegal, it definitely should be. ",2,1,1,2,2,2023-04-12T04:07:11.512Z,false,Wrong province,true,true
